show_id,zone,house_type,area_sqft,bedrooms,bathrooms,building_age,road_width_m,distance_to_center_km,has_garden,has_parking,furnished,date_listed,year_listed,price_npr,price_per_sqft,nearest_landmark,description
H03225,Itahari-9,Bungalow,1255,4,4,17,12.3,3.75,0,1,Unfurnished,2021-11-07,2021,26926236,21455,Itahari Buspark,"Well-connected property in Itahari-9, 1255 sqft, 17 years old. Ideal for families."
H03226,Itahari-6,Flat,2235,5,5,4,9.7,1.61,1,1,Unfurnished,2013-06-11,2013,20985130,9389,Itahari Buspark,"Well-connected property in Itahari-6, 2235 sqft, 4 years old. Ideal for families."
H03227,Itahari-5,Duplex,1523,3,2,8,10.2,3.17,0,1,Unfurnished,2013-01-08,2013,11990305,7872,Bhairahawa Road,"Spacious Duplex with 3 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H03228,Itahari-2,Duplex,1664,4,2,15,6.0,3.0,0,1,Semi-Furnished,2010-10-18,2010,15401157,9255,Itahari Buspark,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H03229,Itahari-9,Flat,1085,2,1,15,14.8,4.34,0,1,Unfurnished,2024-04-25,2024,21550639,19862,Bhairahawa Road,"Well-connected property in Itahari-9, 1085 sqft, 15 years old. Ideal for families."
H03230,Itahari-7,Villa,1546,5,4,11,2.5,0.22,0,1,Unfurnished,2016-07-24,2016,18066984,11686,Itahari Buspark,"Well-connected property in Itahari-7, 1546 sqft, 11 years old. Ideal for families."
H03231,Itahari-20,RCC,1478,5,3,22,4.5,1.24,0,1,Unfurnished,2017-09-04,2017,15907401,10762,Sukrabare,"Well-connected property in Itahari-20, 1478 sqft, 22 years old. Ideal for families."
H03232,Itahari-13,Bungalow,1905,6,4,9,3.1,0.26,0,1,Unfurnished,2022-06-12,2022,52867622,27752,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03233,Itahari-11,RCC,1024,4,3,11,3.4,4.05,1,1,Semi-Furnished,2011-03-09,2011,5173911,5052,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03234,Itahari-15,Flat,277,1,1,25,5.9,3.48,1,1,Semi-Furnished,2014-09-05,2014,2083234,7520,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03235,Itahari-4,RCC,1885,4,3,16,10.3,4.41,0,1,Unfurnished,2020-03-12,2020,31923368,16935,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03236,Itahari-7,Duplex,1461,5,5,3,4.3,4.96,1,1,Unfurnished,2017-09-01,2017,11590540,7933,Sukrabare,"Spacious Duplex with 5 bedrooms and 5 bathrooms, nearby Sukrabare."
H03237,Itahari-7,Flat,1359,2,1,23,8.1,0.74,0,1,Unfurnished,2016-09-06,2016,8185383,6023,Shohini Chowk,"Well-connected property in Itahari-7, 1359 sqft, 23 years old. Ideal for families."
H03238,Itahari-13,Flat,1396,3,2,0,4.9,5.0,0,1,Furnished,2015-02-19,2015,18520213,13266,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H03239,Itahari-1,Bungalow,2085,6,5,14,10.1,2.01,0,0,Unfurnished,2023-04-03,2023,39626075,19005,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
H03240,Itahari-17,Flat,1587,3,2,12,10.0,4.23,0,0,Unfurnished,2018-03-01,2018,13337861,8404,Shohini Chowk,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby Shohini Chowk."
H03241,Itahari-12,Flat,1676,5,4,11,10.2,2.3,0,1,Semi-Furnished,2018-07-18,2018,34541093,20609,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H03242,Itahari-13,RCC,2386,6,6,31,8.2,1.38,0,0,Unfurnished,2019-12-31,2019,34398318,14416,Sukrabare,"Spacious RCC with 6 bedrooms and 6 bathrooms, nearby Sukrabare."
H03243,Itahari-4,Flat,2131,5,4,8,7.3,1.02,1,0,Semi-Furnished,2017-01-01,2017,34134052,16017,Itahari Buspark,"Spacious Flat with 5 bedrooms and 4 bathrooms, nearby Itahari Buspark."
H03244,Itahari-19,Duplex,1485,3,2,5,4.7,4.79,0,1,Unfurnished,2013-08-19,2013,17945344,12084,Itahari Buspark,Duplex located near main road with easy access to amenities and schools.
H03245,Itahari-4,Flat,397,2,2,13,6.7,2.69,0,1,Unfurnished,2025-03-05,2025,7685322,19358,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03246,Itahari-19,Flat,1709,5,5,14,9.2,0.12,0,0,Unfurnished,2022-06-28,2022,26407431,15451,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H03247,Itahari-10,Bungalow,868,3,2,4,13.1,5.94,1,1,Unfurnished,2017-09-28,2017,14958266,17233,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03248,Itahari-20,RCC,2246,7,7,9,12.0,4.15,1,1,Unfurnished,2018-11-07,2018,26021123,11585,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H03249,Itahari-20,Villa,1171,2,1,17,2.5,3.54,0,1,Semi-Furnished,2015-05-30,2015,11562189,9873,Shohini Chowk,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H03250,Itahari-20,Villa,1447,3,3,17,8.9,5.46,0,1,Unfurnished,2024-09-10,2024,28191189,19482,Shohini Chowk,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H03251,Itahari-19,Bungalow,1135,3,3,12,7.2,3.35,0,1,Furnished,2015-05-24,2015,12765827,11247,Bhairahawa Road,"Spacious Bungalow with 3 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H03252,Itahari-8,Flat,1611,5,4,22,4.1,5.13,0,1,Semi-Furnished,2010-06-18,2010,12983114,8059,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03253,Itahari-12,Duplex,309,1,1,5,8.0,4.17,1,1,Unfurnished,2022-06-24,2022,9926228,32123,Sukrabare,Duplex located near main road with easy access to amenities and schools.
H03254,Itahari-19,RCC,1785,3,2,26,5.1,1.27,1,0,Unfurnished,2022-04-15,2022,24286132,13605,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03255,Itahari-8,Bungalow,1121,3,2,10,14.9,0.14,0,1,Unfurnished,2010-10-01,2010,20777977,18535,Itahari Buspark,"Well-connected property in Itahari-8, 1121 sqft, 10 years old. Ideal for families."
H03256,Itahari-17,RCC,1906,4,3,11,9.3,3.61,1,1,Unfurnished,2023-01-26,2023,30726268,16120,Itahari Buspark,"Spacious RCC with 4 bedrooms and 3 bathrooms, nearby Itahari Buspark."
H03257,Itahari-15,Bungalow,1739,4,4,10,9.6,4.5,1,1,Unfurnished,2017-04-06,2017,18355673,10555,Sukrabare,"Well-connected property in Itahari-15, 1739 sqft, 10 years old. Ideal for families."
H03258,Itahari-5,Bungalow,555,1,1,10,11.4,3.86,0,1,Semi-Furnished,2022-05-31,2022,7548447,13600,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03259,Itahari-12,Flat,1650,5,5,16,8.2,2.74,0,1,Semi-Furnished,2025-08-20,2025,41737814,25295,Itahari Buspark,"Spacious Flat with 5 bedrooms and 5 bathrooms, nearby Itahari Buspark."
H03260,Itahari-5,Flat,1002,2,1,8,7.4,5.21,0,1,Unfurnished,2022-09-04,2022,11576379,11553,Itahari Buspark,"Spacious Flat with 2 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H03261,Itahari-17,Flat,1215,2,1,9,3.4,3.85,0,1,Unfurnished,2024-05-27,2024,18712268,15401,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03262,Itahari-6,Flat,401,2,2,21,10.5,0.58,0,1,Furnished,2016-01-28,2016,3012145,7511,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H03263,Itahari-20,Bungalow,1499,5,3,10,14.9,4.57,0,1,Furnished,2012-08-01,2012,15233229,10162,Itahari Buspark,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03264,Itahari-6,RCC,2111,4,2,15,9.6,1.11,0,1,Unfurnished,2011-06-11,2011,11684533,5535,Itahari Buspark,RCC located near main road with easy access to amenities and schools.
H03265,Itahari-18,Bungalow,1627,3,2,3,9.6,4.1,0,1,Semi-Furnished,2024-01-19,2024,37681402,23160,Shohini Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03266,Itahari-9,RCC,1066,2,1,12,4.8,3.48,0,1,Unfurnished,2015-07-25,2015,12578097,11799,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03267,Itahari-16,Duplex,2028,4,3,17,3.4,5.6,0,1,Semi-Furnished,2011-10-11,2011,8646841,4263,Shohini Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H03268,Itahari-11,RCC,332,2,1,1,9.1,5.35,0,1,Unfurnished,2019-09-18,2019,2810516,8465,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03269,Itahari-20,Bungalow,2363,7,6,7,8.1,6.23,0,1,Unfurnished,2016-08-28,2016,23136298,9791,Itahari Buspark,"Spacious Bungalow with 7 bedrooms and 6 bathrooms, nearby Itahari Buspark."
H03270,Itahari-20,RCC,1231,4,3,7,5.5,2.43,1,1,Unfurnished,2016-07-27,2016,10935723,8883,Sukrabare,RCC located near main road with easy access to amenities and schools.
H03271,Itahari-8,Flat,985,1,1,9,11.4,2.82,1,1,Unfurnished,2020-05-02,2020,22295734,22635,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03272,Itahari-9,RCC,2297,6,6,9,7.8,2.82,0,1,Unfurnished,2018-06-15,2018,30485059,13271,Itahari Buspark,"Well-connected property in Itahari-9, 2297 sqft, 9 years old. Ideal for families."
H03273,Itahari-14,Flat,1418,3,2,17,4.7,2.21,0,1,Unfurnished,2023-10-19,2023,15520437,10945,Itahari Buspark,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H03274,Itahari-19,Flat,2351,6,5,15,4.9,1.75,0,1,Unfurnished,2014-05-30,2014,20725031,8815,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03275,Itahari-1,Flat,896,2,1,18,5.5,4.69,0,1,Semi-Furnished,2019-06-14,2019,9244335,10317,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03276,Itahari-12,Flat,371,1,1,16,2.8,6.77,1,1,Semi-Furnished,2019-05-19,2019,5627364,15168,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03277,Itahari-3,RCC,1527,5,4,2,6.6,4.8,0,0,Semi-Furnished,2023-08-26,2023,27356137,17914,Itahari Buspark,"Well-connected property in Itahari-3, 1527 sqft, 2 years old. Ideal for families."
H03278,Itahari-4,Flat,2281,5,3,8,4.3,0.33,0,1,Furnished,2015-01-12,2015,26714733,11711,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H03279,Itahari-16,RCC,353,1,1,15,11.8,2.93,0,1,Unfurnished,2021-03-16,2021,3233891,9161,Shohini Chowk,"Spacious RCC with 1 bedrooms and 1 bathrooms, nearby Shohini Chowk."
H03280,Itahari-8,Flat,2283,6,4,12,9.3,1.48,0,1,Semi-Furnished,2018-12-30,2018,33459541,14655,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03281,Itahari-10,Bungalow,1048,3,2,2,6.0,5.1,1,0,Unfurnished,2021-03-30,2021,21770968,20773,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03282,Itahari-6,Flat,1266,4,3,8,7.5,2.54,0,1,Unfurnished,2020-11-10,2020,13433558,10611,Shohini Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03283,Itahari-2,Flat,1794,3,2,4,5.6,1.94,0,1,Semi-Furnished,2016-02-15,2016,39461276,21996,Itahari Buspark,"Well-connected property in Itahari-2, 1794 sqft, 4 years old. Ideal for families."
H03284,Itahari-16,Flat,813,1,1,8,7.1,2.74,0,1,Semi-Furnished,2016-12-09,2016,6542609,8047,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03285,Itahari-4,Duplex,1941,5,4,21,7.2,1.77,0,1,Unfurnished,2022-02-13,2022,37342949,19239,Itahari Buspark,"Well-connected property in Itahari-4, 1941 sqft, 21 years old. Ideal for families."
H03286,Itahari-18,RCC,2524,6,4,17,7.0,5.23,0,1,Unfurnished,2011-05-25,2011,18213951,7216,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H03287,Itahari-15,RCC,912,1,1,14,15.5,4.88,1,1,Semi-Furnished,2022-12-12,2022,11771858,12907,Sukrabare,"Well-connected property in Itahari-15, 912 sqft, 14 years old. Ideal for families."
H03288,Itahari-18,Flat,794,2,2,9,3.7,5.56,0,1,Unfurnished,2024-01-11,2024,14024233,17662,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H03289,Itahari-7,Flat,1449,4,3,27,4.2,3.58,0,1,Unfurnished,2025-09-07,2025,10222865,7055,Shohini Chowk,"Well-connected property in Itahari-7, 1449 sqft, 27 years old. Ideal for families."
H03290,Itahari-7,RCC,1069,2,1,16,10.4,4.22,0,1,Semi-Furnished,2023-08-03,2023,11220206,10495,Bhairahawa Road,"Well-connected property in Itahari-7, 1069 sqft, 16 years old. Ideal for families."
H03291,Itahari-12,Bungalow,1537,5,4,17,7.1,1.63,1,1,Semi-Furnished,2014-12-12,2014,29978256,19504,Sukrabare,"Well-connected property in Itahari-12, 1537 sqft, 17 years old. Ideal for families."
H03292,Itahari-15,Duplex,879,3,2,22,3.2,2.74,0,1,Unfurnished,2014-03-21,2014,6073769,6909,G.P. Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H03293,Itahari-20,Villa,1753,5,4,6,11.6,1.98,1,1,Unfurnished,2021-09-13,2021,38606876,22023,Bhairahawa Road,Villa located near main road with easy access to amenities and schools.
H03294,Itahari-5,RCC,1352,4,4,13,4.9,5.84,0,1,Unfurnished,2022-10-22,2022,13359433,9881,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03295,Itahari-1,RCC,1340,2,1,12,3.6,1.78,1,1,Unfurnished,2011-10-20,2011,10906489,8139,G.P. Chowk,"Spacious RCC with 2 bedrooms and 1 bathrooms, nearby G.P. Chowk."
H03296,Itahari-16,RCC,296,2,2,12,4.1,7.92,0,1,Unfurnished,2014-08-02,2014,2000000,5766,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03297,Itahari-8,Flat,2062,4,3,18,12.6,4.95,0,0,Unfurnished,2012-02-23,2012,24601870,11931,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03298,Itahari-1,Villa,1641,4,4,14,3.6,4.04,0,1,Unfurnished,2014-11-21,2014,20784193,12665,Sukrabare,"Well-connected property in Itahari-1, 1641 sqft, 14 years old. Ideal for families."
H03299,Itahari-11,Flat,1783,4,3,7,11.6,1.71,0,1,Furnished,2014-04-05,2014,13662747,7662,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03300,Itahari-10,Bungalow,1584,5,4,17,8.2,4.84,0,0,Unfurnished,2016-01-27,2016,20035310,12648,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03301,Itahari-12,Flat,956,1,1,23,3.4,3.13,1,1,Unfurnished,2010-08-06,2010,10033112,10494,Itahari Buspark,"Well-connected property in Itahari-12, 956 sqft, 23 years old. Ideal for families."
H03302,Itahari-4,Flat,1434,5,4,26,3.2,0.29,1,1,Furnished,2011-04-25,2011,11265551,7856,G.P. Chowk,"Well-connected property in Itahari-4, 1434 sqft, 26 years old. Ideal for families."
H03303,Itahari-18,Villa,1354,2,2,8,8.6,2.3,0,1,Unfurnished,2024-06-07,2024,49569335,36609,Shohini Chowk,"Well-connected property in Itahari-18, 1354 sqft, 8 years old. Ideal for families."
H03304,Itahari-19,Flat,1747,4,2,16,5.8,2.35,0,1,Unfurnished,2021-05-08,2021,25909279,14830,Bhairahawa Road,"Spacious Flat with 4 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H03305,Itahari-6,Bungalow,2274,5,5,28,8.6,3.96,0,0,Unfurnished,2018-12-13,2018,15245255,6704,G.P. Chowk,"Well-connected property in Itahari-6, 2274 sqft, 28 years old. Ideal for families."
H03306,Itahari-9,Bungalow,1538,4,3,8,3.5,5.68,0,0,Unfurnished,2012-05-02,2012,15818362,10285,Shohini Chowk,"Spacious Bungalow with 4 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H03307,Itahari-10,Bungalow,697,1,1,7,3.2,2.42,1,1,Furnished,2021-07-06,2021,16062289,23044,Bhairahawa Road,"Well-connected property in Itahari-10, 697 sqft, 7 years old. Ideal for families."
H03308,Itahari-2,Flat,1900,5,5,3,5.6,3.7,1,1,Unfurnished,2021-10-11,2021,46528727,24488,Shohini Chowk,"Spacious Flat with 5 bedrooms and 5 bathrooms, nearby Shohini Chowk."
H03309,Itahari-17,Flat,2406,7,6,9,2.7,6.87,0,1,Semi-Furnished,2025-08-10,2025,25162734,10458,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H03310,Itahari-17,Villa,1755,3,2,14,6.5,5.93,0,1,Unfurnished,2014-08-30,2014,16622269,9471,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H03311,Itahari-13,Villa,1481,3,3,15,2.9,4.27,0,1,Unfurnished,2020-04-07,2020,31574689,21319,Itahari Buspark,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H03312,Itahari-11,Bungalow,2138,6,4,8,2.9,2.75,0,1,Unfurnished,2011-01-04,2011,12243167,5726,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03313,Itahari-9,Villa,1693,3,3,2,2.1,4.55,0,1,Unfurnished,2015-07-25,2015,26346848,15562,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H03314,Itahari-20,Flat,1493,5,4,10,5.4,3.4,1,1,Unfurnished,2012-07-25,2012,9705529,6500,G.P. Chowk,"Spacious Flat with 5 bedrooms and 4 bathrooms, nearby G.P. Chowk."
H03315,Itahari-12,Duplex,1469,3,2,11,6.7,2.92,1,1,Unfurnished,2015-05-09,2015,24178954,16459,Itahari Buspark,"Spacious Duplex with 3 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H03316,Itahari-7,Flat,1001,2,2,21,5.5,2.63,0,1,Unfurnished,2018-03-10,2018,5962951,5956,Sukrabare,"Well-connected property in Itahari-7, 1001 sqft, 21 years old. Ideal for families."
H03317,Itahari-19,RCC,1931,6,4,20,12.7,2.46,1,1,Unfurnished,2021-08-18,2021,32748592,16959,Sukrabare,"Well-connected property in Itahari-19, 1931 sqft, 20 years old. Ideal for families."
H03318,Itahari-5,RCC,1151,4,4,21,15.4,7.53,0,1,Furnished,2017-09-14,2017,8065867,7007,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03319,Itahari-9,Bungalow,1730,5,4,9,14.8,2.67,1,1,Unfurnished,2023-02-18,2023,48308560,27924,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03320,Itahari-10,Flat,1709,4,3,19,9.8,2.25,0,1,Unfurnished,2015-12-02,2015,23142802,13541,Itahari Buspark,"Well-connected property in Itahari-10, 1709 sqft, 19 years old. Ideal for families."
H03321,Itahari-8,RCC,1389,4,4,10,7.6,2.55,0,1,Unfurnished,2016-01-17,2016,18776197,13517,Bhairahawa Road,"Spacious RCC with 4 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H03322,Itahari-1,Bungalow,964,1,1,14,8.6,0.39,0,1,Unfurnished,2010-06-25,2010,8161993,8466,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
H03323,Itahari-16,RCC,797,3,2,17,12.0,4.67,0,1,Unfurnished,2017-08-24,2017,7354115,9227,G.P. Chowk,"Spacious RCC with 3 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H03324,Itahari-8,Villa,1757,5,5,17,13.7,2.68,1,0,Furnished,2017-01-07,2017,41881619,23837,Sukrabare,"Well-connected property in Itahari-8, 1757 sqft, 17 years old. Ideal for families."
H03325,Itahari-4,Villa,1742,5,4,6,7.7,4.0,0,1,Furnished,2015-03-15,2015,28896051,16587,Sukrabare,"Well-connected property in Itahari-4, 1742 sqft, 6 years old. Ideal for families."
H03326,Itahari-2,RCC,1295,2,1,11,15.7,3.11,0,1,Furnished,2020-10-17,2020,38806176,29966,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03327,Itahari-9,Flat,1385,2,1,13,4.3,2.73,0,1,Unfurnished,2021-06-23,2021,20971923,15142,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03328,Itahari-3,RCC,1435,5,5,7,7.3,5.04,0,1,Unfurnished,2011-07-24,2011,16134892,11243,Itahari Buspark,RCC located near main road with easy access to amenities and schools.
H03329,Itahari-6,RCC,1472,4,3,20,3.7,1.15,0,1,Unfurnished,2012-09-15,2012,6706033,4555,Shohini Chowk,"Spacious RCC with 4 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H03330,Itahari-14,Bungalow,818,1,1,1,9.5,3.4,0,1,Unfurnished,2016-08-20,2016,7945400,9713,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03331,Itahari-6,RCC,1349,3,2,6,2.4,3.88,1,1,Unfurnished,2016-08-09,2016,11034871,8180,Sukrabare,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03332,Itahari-10,Bungalow,902,2,2,1,6.8,2.69,0,0,Unfurnished,2010-05-15,2010,12086984,13400,Shohini Chowk,"Well-connected property in Itahari-10, 902 sqft, 1 years old. Ideal for families."
H03333,Itahari-12,RCC,1037,4,4,3,4.3,3.62,1,1,Unfurnished,2013-02-20,2013,15650610,15092,Bhairahawa Road,"Spacious RCC with 4 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H03334,Itahari-6,Flat,858,2,2,24,6.6,2.42,1,0,Semi-Furnished,2022-12-20,2022,7529340,8775,Bhairahawa Road,"Well-connected property in Itahari-6, 858 sqft, 24 years old. Ideal for families."
H03335,Itahari-11,Flat,1172,4,3,19,8.9,3.82,1,0,Unfurnished,2021-10-08,2021,8624492,7358,G.P. Chowk,"Well-connected property in Itahari-11, 1172 sqft, 19 years old. Ideal for families."
H03336,Itahari-13,RCC,1384,2,2,21,16.1,2.71,0,1,Semi-Furnished,2014-09-12,2014,21039716,15202,Itahari Buspark,"Spacious RCC with 2 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H03337,Itahari-19,Bungalow,1757,5,4,22,5.5,4.15,0,1,Furnished,2019-10-31,2019,19966866,11364,Shohini Chowk,"Well-connected property in Itahari-19, 1757 sqft, 22 years old. Ideal for families."
H03338,Itahari-20,Flat,810,2,1,11,6.9,3.92,1,1,Unfurnished,2020-02-26,2020,8195307,10117,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03339,Itahari-8,RCC,2861,7,4,17,8.0,0.13,0,1,Unfurnished,2015-08-12,2015,43955936,15363,G.P. Chowk,"Well-connected property in Itahari-8, 2861 sqft, 17 years old. Ideal for families."
H03340,Itahari-6,Duplex,1256,3,2,8,14.9,4.58,0,0,Unfurnished,2013-10-20,2013,9721040,7739,Shohini Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H03341,Itahari-7,RCC,1627,3,2,18,11.5,4.75,0,1,Semi-Furnished,2022-06-21,2022,11054097,6794,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03342,Itahari-20,Villa,877,2,1,25,4.5,4.99,0,1,Unfurnished,2014-04-18,2014,7298699,8322,Sukrabare,Villa located near main road with easy access to amenities and schools.
H03343,Itahari-17,Flat,851,2,2,19,5.8,0.5,0,1,Semi-Furnished,2012-03-04,2012,5331665,6265,Bhairahawa Road,"Well-connected property in Itahari-17, 851 sqft, 19 years old. Ideal for families."
H03344,Itahari-17,Bungalow,939,3,2,10,15.6,3.36,0,0,Semi-Furnished,2014-05-09,2014,10822028,11525,Bhairahawa Road,"Well-connected property in Itahari-17, 939 sqft, 10 years old. Ideal for families."
H03345,Itahari-5,Villa,1938,4,3,10,6.4,0.79,0,1,Unfurnished,2017-05-26,2017,26287657,13564,G.P. Chowk,"Well-connected property in Itahari-5, 1938 sqft, 10 years old. Ideal for families."
H03346,Itahari-11,RCC,1529,5,4,1,10.1,1.75,1,0,Unfurnished,2022-10-02,2022,17777609,11626,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H03347,Itahari-7,Flat,430,2,1,14,5.8,4.25,0,1,Unfurnished,2014-10-03,2014,2472619,5750,Bhairahawa Road,"Well-connected property in Itahari-7, 430 sqft, 14 years old. Ideal for families."
H03348,Itahari-13,Bungalow,1988,4,2,21,9.4,5.19,0,1,Unfurnished,2010-02-18,2010,14147401,7116,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
H03349,Itahari-1,Bungalow,1687,3,2,12,7.1,6.03,0,1,Unfurnished,2023-02-09,2023,25585312,15166,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03350,Itahari-19,Villa,1755,5,4,13,6.9,3.3,0,0,Unfurnished,2025-08-04,2025,31852857,18149,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H03351,Itahari-10,Flat,1535,3,2,3,6.3,4.21,1,1,Unfurnished,2018-11-07,2018,21245844,13840,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03352,Itahari-3,RCC,713,3,2,11,5.7,2.66,0,1,Unfurnished,2014-06-22,2014,9065963,12715,Sukrabare,RCC located near main road with easy access to amenities and schools.
H03353,Itahari-8,Bungalow,1425,4,3,16,4.8,4.02,0,1,Semi-Furnished,2023-06-11,2023,37120628,26049,Shohini Chowk,"Spacious Bungalow with 4 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H03354,Itahari-1,RCC,424,1,1,1,5.4,3.16,0,1,Unfurnished,2012-12-16,2012,3151293,7432,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H03355,Itahari-17,RCC,1028,4,3,16,5.9,0.55,0,1,Unfurnished,2023-09-09,2023,13738157,13363,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03356,Itahari-9,Flat,1465,5,5,0,6.2,2.24,0,1,Unfurnished,2025-02-28,2025,26866483,18338,Itahari Buspark,"Well-connected property in Itahari-9, 1465 sqft, 0 years old. Ideal for families."
H03357,Itahari-13,Duplex,1057,2,1,18,6.0,4.9,0,1,Unfurnished,2011-10-17,2011,10214366,9663,Sukrabare,"Well-connected property in Itahari-13, 1057 sqft, 18 years old. Ideal for families."
H03358,Itahari-16,RCC,1934,4,4,18,2.9,1.49,0,0,Semi-Furnished,2017-10-24,2017,19276091,9966,Itahari Buspark,RCC located near main road with easy access to amenities and schools.
H03359,Itahari-11,Bungalow,928,2,2,35,15.0,7.14,1,1,Unfurnished,2015-05-14,2015,4315360,4650,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H03360,Itahari-1,RCC,949,1,1,11,6.0,3.75,0,0,Semi-Furnished,2020-02-06,2020,12936439,13631,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H03361,Itahari-15,Bungalow,1598,3,2,0,6.8,4.1,0,0,Unfurnished,2016-03-26,2016,16444763,10290,Shohini Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03362,Itahari-20,Bungalow,1611,3,2,13,8.4,7.38,0,1,Semi-Furnished,2018-11-25,2018,13642132,8468,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
